Page Path,Review Status,Assignee,Current Link
content/docs/cloud-provider/aws/aws-data-firehose.mdx,,,https://www.parseable.com/docs/cloud-provider/aws/aws-data-firehose
content/docs/cloud-provider/aws/lambda.mdx,,,https://www.parseable.com/docs/cloud-provider/aws/lambda
content/docs/oauth/authentik.mdx,,,https://www.parseable.com/docs/oauth/authentik
content/docs/enterprise/index.mdx,,,https://www.parseable.com/docs/enterprise
content/docs/self-hosting/configuration.mdx,,,
content/docs/self-hosting/installation/standalone/linux.mdx,,,
content/docs/self-hosting/installation/standalone/aws-ecs.mdx,,,
content/docs/self-hosting/installation/standalone/docker.mdx,,,
content/docs/self-hosting/installation/standalone/aws-eks.mdx,,,
content/docs/self-hosting/installation/standalone/k8s.mdx,,,
content/docs/self-hosting/installation/distributed/k8s-helm.mdx,,,
content/docs/self-hosting/installation/distributed/linux.mdx,,,
content/docs/self-hosting/installation/distributed/docker-compose.mdx,,,
content/docs/self-hosting/installation/index.mdx,,,
content/docs/self-hosting/telemetry.mdx,,,
content/docs/self-hosting/storage-targets/awss3.mdx,,,
content/docs/self-hosting/metrics.mdx,,,
content/docs/user-guide/alerting/anomaly.mdx,,,
content/docs/user-guide/alerting/index.mdx,,,
content/docs/user-guide/alerting/standard-threshold.mdx,,,
content/docs/user-guide/alerting/forecasting.mdx,,,
content/docs/user-guide/ai-native/index.mdx,,,
content/docs/user-guide/ai-native/keystone.mdx,,,
content/docs/user-guide/ai-native/text-to-sql.mdx,,,
content/docs/user-guide/ai-native/summary.mdx,,,
content/docs/user-guide/openid.mdx,,,
content/docs/user-guide/log-iq.mdx,,,
content/docs/user-guide/rbac.mdx,,,
content/docs/user-guide/dashboards.mdx,,,
content/docs/user-guide/sql-editor.mdx,,,
content/docs/OpenTelemetry/logs.mdx,,,https://www.parseable.com/docs/OpenTelemetry/logs
content/docs/OpenTelemetry/index.mdx,,,https://www.parseable.com/docs/OpenTelemetry
content/docs/OpenTelemetry/traces.mdx,,,https://www.parseable.com/docs/OpenTelemetry/traces
content/docs/OpenTelemetry/metrics.mdx,,,https://www.parseable.com/docs/OpenTelemetry/metrics
content/docs/parseable-metrics.mdx,,,https://www.parseable.com/docs/parseable-metrics
content/docs/index.mdx,,,https://www.parseable.com/docs/
content/docs/features/alerts.mdx,,,https://www.parseable.com/docs/features/alerts
content/docs/features/search.mdx,,,https://www.parseable.com/docs/features/search
content/docs/features/retention.mdx,,,https://www.parseable.com/docs/features/retention
content/docs/features/ai-native.mdx,,,
content/docs/features/index.mdx,,,https://www.parseable.com/docs/features
content/docs/features/log-iq.mdx,,,https://www.parseable.com/docs/features/log-iq
content/docs/features/oepnid.mdx,,,https://www.parseable.com/docs/features/oepnid
content/docs/features/rbac.mdx,,,https://www.parseable.com/docs/features/rbac
content/docs/features/smart-cache.mdx,,,https://www.parseable.com/docs/features/smart-cache
content/docs/features/dashboards.mdx,,,https://www.parseable.com/docs/features/dashboards
content/docs/cookbook/tool-calls.mdx,,,
content/docs/cookbook/security.mdx,,,
content/docs/cookbook/instrumentation.mdx,,,
content/docs/cookbook/agentic-observability.mdx,,,
content/docs/ai-features/summarization.mdx,,,https://www.parseable.com/docs/ai-features/summarization
content/docs/ai-features/index.mdx,,,https://www.parseable.com/docs/ai-features
content/docs/ai-features/keystone.mdx,,,https://www.parseable.com/docs/ai-features/keystone
content/docs/ai-features/text-to-sql.mdx,,,https://www.parseable.com/docs/ai-features/text-to-sql
content/docs/ai-features/forecasting.mdx,,,https://www.parseable.com/docs/ai-features/forecasting
content/docs/installation/standalone/linux.mdx,,,https://www.parseable.com/docs/installation/standalone/linux
content/docs/installation/standalone/aws-ecs.mdx,,,https://www.parseable.com/docs/installation/standalone/aws-ecs
content/docs/installation/standalone/docker.mdx,,,https://www.parseable.com/docs/installation/standalone/docker
content/docs/installation/standalone/aws-eks.mdx,,,https://www.parseable.com/docs/installation/standalone/aws-eks
content/docs/installation/standalone/k8s.mdx,,,https://www.parseable.com/docs/installation/standalone/k8s
content/docs/installation/distributed/k8s-helm.mdx,,,https://www.parseable.com/docs/installation/distributed/k8s-helm
content/docs/installation/distributed/linux.mdx,,,https://www.parseable.com/docs/installation/distributed/linux
content/docs/installation/distributed/docker-compose.mdx,,,https://www.parseable.com/docs/installation/distributed/docker-compose
content/docs/installation/index.mdx,,,https://www.parseable.com/docs/installation
content/docs/telemetry.mdx,,,https://www.parseable.com/docs/telemetry
content/docs/release-notes/index.mdx,,,https://www.parseable.com/docs/release-notes
content/docs/quickstart/index.mdx,,,https://www.parseable.com/docs/quickstart
content/docs/quickstart/docker.mdx,,,https://www.parseable.com/docs/quickstart/docker
content/docs/quickstart/binary.mdx,,,https://www.parseable.com/docs/quickstart/binary
content/docs/quickstart/cloud.mdx,,,
content/docs/storage/awss3.mdx,,,https://www.parseable.com/docs/storage/awss3
content/docs/streaming/red-panda.mdx,,,https://www.parseable.com/docs/streaming/red-panda
content/docs/streaming/kafka.mdx,,,https://www.parseable.com/docs/streaming/kafka
content/docs/architecture.mdx,,,https://www.parseable.com/docs/architecture
content/docs/integrations/alerting/opsgenie.mdx,,,
content/docs/integrations/alerting/email.mdx,,,
content/docs/integrations/alerting/pagerduty.mdx,,,
content/docs/integrations/alerting/microsoft-teams.mdx,,,
content/docs/integrations/alerting/discord.mdx,,,
content/docs/integrations/alerting/slack.mdx,,,
content/docs/integrations/alerting/webhook.mdx,,,
content/docs/integrations/visualization/metabase.mdx,,,
content/docs/integrations/visualization/tableau.mdx,,,
content/docs/integrations/visualization/apache-superset.mdx,,,
content/docs/integrations/visualization/redash.mdx,,,
content/docs/integrations/visualization/grafana.mdx,,,
content/docs/integrations/visualization/looker.mdx,,,
content/docs/integrations/llm-agents/langchain.mdx,,,
content/docs/integrations/llm-agents/dspy.mdx,,,
content/docs/integrations/llm-agents/llamaindex.mdx,,,
content/docs/integrations/llm-agents/openai.mdx,,,
content/docs/integrations/llm-agents/crewai.mdx,,,
content/docs/integrations/llm-agents/n8n.mdx,,,
content/docs/integrations/llm-agents/anthropic.mdx,,,
content/docs/integrations/llm-agents/autogen.mdx,,,
content/docs/integrations/databases/elasticsearch.mdx,,,
content/docs/integrations/databases/mongodb.mdx,,,
content/docs/integrations/databases/redis.mdx,,,
content/docs/integrations/databases/mysql.mdx,,,
content/docs/integrations/databases/postgresql.mdx,,,
content/docs/integrations/oauth/authentik.mdx,,,
content/docs/integrations/security/siem-export.mdx,,,
content/docs/integrations/security/falco.mdx,,,
content/docs/integrations/security/trivy.mdx,,,
content/docs/integrations/auth/azure-ad.mdx,,,
content/docs/integrations/auth/google-workspace.mdx,,,
content/docs/integrations/auth/keycloak.mdx,,,
content/docs/integrations/auth/auth0.mdx,,,
content/docs/integrations/auth/okta.mdx,,,
content/docs/integrations/auth/ldap.mdx,,,
content/docs/integrations/index.mdx,,,
content/docs/integrations/streaming/rabbitmq.mdx,,,
content/docs/integrations/streaming/nats.mdx,,,
content/docs/integrations/languages/ruby.mdx,,,
content/docs/integrations/languages/php.mdx,,,
content/docs/integrations/languages/dotnet.mdx,,,
content/docs/integrations/cicd/terraform.mdx,,,
content/docs/integrations/cicd/argocd.mdx,,,
content/docs/integrations/cicd/jenkins.mdx,,,
content/docs/integrations/cicd/github-actions.mdx,,,
content/docs/integrations/cicd/gitlab-ci.mdx,,,
content/docs/integrations/cicd/circleci.mdx,,,
content/docs/integrations/cloud/gcp-storage.mdx,,,
content/docs/integrations/cloud/azure-event-hubs.mdx,,,
content/docs/integrations/cloud/azure-blob-storage.mdx,,,
content/docs/integrations/cloud/digitalocean-spaces.mdx,,,
content/docs/integrations/cloud/aws-kinesis.mdx,,,
content/docs/integrations/cloud/aws-s3.mdx,,,
content/docs/integrations/cloud/gcp-pubsub.mdx,,,
content/docs/integrations/cloud/aws-cloudwatch.mdx,,,
content/docs/integrations/containers/azure-aks.mdx,,,
content/docs/integrations/containers/docker.mdx,,,
content/docs/integrations/containers/kubernetes.mdx,,,
content/docs/integrations/containers/amazon-ecs.mdx,,,
content/docs/integrations/containers/google-gke.mdx,,,
content/docs/integrations/containers/amazon-eks.mdx,,,
content/docs/integrations/log-shippers/filebeat.mdx,,,
content/docs/integrations/log-shippers/promtail.mdx,,,
content/docs/introduction.mdx,,,https://www.parseable.com/docs/introduction
content/docs/api/v1/logstream/stream_name/put.mdx,,,https://www.parseable.com/docs/api/v1/logstream/stream_name/put
content/docs/api/v1/logstream/stream_name/post.mdx,,,https://www.parseable.com/docs/api/v1/logstream/stream_name/post
content/docs/api/v1/logstream/stream_name/delete.mdx,,,https://www.parseable.com/docs/api/v1/logstream/stream_name/delete
content/docs/api/v1/ingest.mdx,,,https://www.parseable.com/docs/api/v1/ingest
content/docs/api/v1/query.mdx,,,https://www.parseable.com/docs/api/v1/query
content/docs/api/index.mdx,,,https://www.parseable.com/docs/api
content/docs/eBPF/ebpf.mdx,,,https://www.parseable.com/docs/eBPF/ebpf
content/docs/key-concepts/index.mdx,,,https://www.parseable.com/docs/key-concepts
content/docs/key-concepts/ingestion.mdx,,,https://www.parseable.com/docs/key-concepts/ingestion
content/docs/key-concepts/partitioning.mdx,,,https://www.parseable.com/docs/key-concepts/partitioning
content/docs/key-concepts/high-availability.mdx,,,https://www.parseable.com/docs/key-concepts/high-availability
content/docs/key-concepts/query.mdx,,,https://www.parseable.com/docs/key-concepts/query
content/docs/key-concepts/data-model.mdx,,,https://www.parseable.com/docs/key-concepts/data-model
content/docs/key-concepts/storage.mdx,,,https://www.parseable.com/docs/key-concepts/storage
content/docs/overview/architecture.mdx,,,
content/docs/overview/key-concepts/index.mdx,,,
content/docs/overview/key-concepts/ingestion.mdx,,,
content/docs/overview/key-concepts/partitioning.mdx,,,
content/docs/overview/key-concepts/high-availability.mdx,,,
content/docs/overview/key-concepts/query.mdx,,,
content/docs/overview/key-concepts/data-model.mdx,,,
content/docs/overview/key-concepts/storage.mdx,,,
content/docs/overview/design-choices.mdx,,,
content/docs/ingest-data/streaming-data/redpanda.mdx,,,
content/docs/ingest-data/streaming-data/kafka.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/javascript.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/java.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/rust.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/python.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/go.mdx,,,
content/docs/ingest-data/logs-ingestion/programming-languages/csharp.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/apache-log-4j.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/vector.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/fluent-bit.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/fluentd.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/otel-collector.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/syslog.mdx,,,
content/docs/ingest-data/logs-ingestion/logging-agents/logstash.mdx,,,
content/docs/ingest-data/logs-ingestion/streaming-data/redpanda.mdx,,,
content/docs/ingest-data/logs-ingestion/streaming-data/kafka.mdx,,,
content/docs/ingest-data/logs-ingestion/opentelemetry.mdx,,,
content/docs/ingest-data/metrics-ingestion/prometheus.mdx,,,
content/docs/ingest-data/metrics-ingestion/opentelemetry.mdx,,,
content/docs/ingest-data/traces-ingestion/opentelemetry.mdx,,,
content/docs/ingest-data/zero-instrumentation.mdx,,,
content/docs/flavours/enterprise.mdx,,,
content/docs/flavours/oss.mdx,,,
content/docs/flavours/cloud.mdx,,,
